row_id,source_dataset,pws_id,system_name,facility_id,source_type_code,source_type,federal_type_code,federal_type,activity_status,population_served,comment,longitude,latitude
386,ADEC SDWIS active PWS source locations,AK2218558   ,CHUGIAK SEMINARY BUILDING,34404,WL,Well,NC  ,NC  ,NA,104,NA,-149.53944315532502,61.368141686782096
387,ADEC SDWIS active PWS source locations,AK2240210   ,USFS COOPER CREEK #2 NORTH,34406,WL,Well,NC  ,NC  ,NA,25,NA,-149.88887854556503,60.48456068659259
388,ADEC SDWIS active PWS source locations,AK2226143   ,MOUNTAIN VIEW RV PARK,34411,WL,Well,NC  ,NC  ,NA,60,NA,-149.02539632254602,61.5956597567054
389,ADEC SDWIS active PWS source locations,AK2260066   ,NEWHALEN WATER SYSTEM,34423,WL,Well,C   ,C   ,NA,80,NA,-154.89849190354602,59.72282094246161
390,ADEC SDWIS active PWS source locations,AK2260074   ,SAINT GEORGE WATER SYSTEM,34424,WL,Well,C   ,C   ,NA,65,NA,-169.53269377997498,56.596063091009704
391,ADEC SDWIS active PWS source locations,AK2226020   ,PALMER WATER SYSTEM,34430,WL,Well,C   ,C   ,NA,8111,NA,-149.096574315006,61.585836745621705
392,ADEC SDWIS active PWS source locations,AK2211952   ,WHITTIER WATER SYSTEM,34437,WL,Well,C   ,C   ,NA,650,NA,-148.686643748292,60.77427886281
393,ADEC SDWIS active PWS source locations,AK2249816   ,INLET VIEW RESTAURANT & BAR,34439,WL,Well,NC  ,NC  ,NA,51,NA,-151.67080022685093,60.04489943018749
394,ADEC SDWIS active PWS source locations,AK2241177   ,USFWS KNWR RUSSIAN RIVER FERRY,34460,WL,Well,NC  ,NC  ,NA,25,NA,-150.008785544603,60.48533666722349
395,ADEC SDWIS active PWS source locations,AK2211724   ,G A PHILLIPS S/D,34469,WL,Well,C   ,C   ,NA,102,NA,-149.56051312308998,61.3229916862212
396,ADEC SDWIS active PWS source locations,AK2211033   ,ASD O MALLEY ELEMENTARY SCH,34472,WL,Well,NTNC,Non-transient non-community,NA,370,NA,-149.76768497917496,61.12119166534199
397,ADEC SDWIS active PWS source locations,AK2211669   ,HOMESTEAD HILLS,34487,WL,Well,C   ,C   ,NA,50,NA,-149.80003897673703,61.11822466026089
398,ADEC SDWIS active PWS source locations,AK2212039   ,DOYON UTILITIES JBER - RICHARDSON,34492,WL,Well,C   ,C   ,NA,20284,NA,-149.73284306225798,61.239351663422596
399,ADEC SDWIS active PWS source locations,AK2227343   ,TURNERS CORNER,34494,WL,Well,NC  ,NC  ,NA,406,NA,-149.24127738672902,61.6859237154989
400,ADEC SDWIS active PWS source locations,AK2227474   ,MSBSD COLONY SCHOOLS,34495,WL,Well,NTNC,Non-transient non-community,NA,1961,NA,-149.21565333143994,61.6096417245448
401,ADEC SDWIS active PWS source locations,AK2227212   ,HERITAGE PARK,34516,WL,Well,C   ,C   ,NA,8,NA,-149.11288924384397,61.48725474914049
402,ADEC SDWIS active PWS source locations,AK2227220   ,CAMWELL ON THE GREEN (MHP),34517,WL,Well,C   ,C   ,NA,33,NA,-149.099523312125,61.58188174538579
403,ADEC SDWIS active PWS source locations,AK2227327   ,MSBSD FINGER LAKE ELEMENTARY,34518,WL,Well,NTNC,Non-transient non-community,NA,445,NA,-149.30493333069103,61.6095517098722
404,ADEC SDWIS active PWS source locations,AK2227149   ,WILDROSE CIRCLE,34521,WL,Well,C   ,C   ,NA,30,NA,-149.15036830797803,61.5766077373618
405,ADEC SDWIS active PWS source locations,AK2250265   ,BELLS FLATS,34532,WL,Well,NC  ,NC  ,NA,150,NA,-152.57848083789702,57.70151145137319
406,ADEC SDWIS active PWS source locations,AK2212039   ,DOYON UTILITIES JBER - RICHARDSON,34543,WL,Well,C   ,C   ,NA,20284,NA,-149.72489306503996,61.2431816644744
407,ADEC SDWIS active PWS source locations,AK2241800   ,SOLDOTNA SWIFT WATER #3,34554,WL,Well,NC  ,NC  ,NA,100,NA,-151.03990452533995,60.48243950141029
408,ADEC SDWIS active PWS source locations,AK2211164   ,COUNTRY LANE APARTMENTS,34556,WL,Well,C   ,C   ,NA,60,NA,-149.867525020498,61.1820686451374
409,ADEC SDWIS active PWS source locations,AK2249086   ,"SEWARD WINDSONG LODGE, WELL #1",34559,WL,Well,NC  ,NC  ,NA,241,NA,-149.433822333504,60.153001780706795
410,ADEC SDWIS active PWS source locations,AK2260309   ,UNALASKA WATER SYSTEM,34562,WL,Well,C   ,C   ,NA,9400,NA,-166.50892405549803,53.858917821453396
411,ADEC SDWIS active PWS source locations,AK2249117   ,TRINITY CHRISTIAN CENTER,34573,WL,Well,NC  ,NC  ,NA,75,NA,-151.08007255418798,60.527311491917395
412,ADEC SDWIS active PWS source locations,AK2260325   ,TOGIAK WATER SYSTEM,34579,WL,Well,C   ,C   ,NA,910,NA,-160.410331125262,59.0638601451596
413,ADEC SDWIS active PWS source locations,AK2261143   ,"NORTH PACIFIC SEAFOODS, PEDERSON POINT",34581,WL,Well,NC  ,NC  ,NA,300,NA,-157.061879210503,58.761387684241896
414,ADEC SDWIS active PWS source locations,AK2260032   ,TWIN HILLS WATER SYSTEM,34587,WL,Well,C   ,C   ,NA,87,NA,-160.28089114434297,59.07692016365459
415,ADEC SDWIS active PWS source locations,AK2241070   ,SUMMIT LAKE LODGE,34590,WL,Well,NC  ,NC  ,NA,707,NA,-149.499337653751,60.6409417395094
416,ADEC SDWIS active PWS source locations,AK2227204   ,UNIFIED ALASKAN UTILITIES MIDTOWN EST,34599,WL,Well,C   ,C   ,NA,495,NA,-149.21846232504498,61.6008467246393
417,ADEC SDWIS active PWS source locations,AK2216449   ,CAMPBELL CREEK CONG. JEHOVAH WITNESS,34606,WL,Well,NC  ,NC  ,NA,246,NA,-149.833393017302,61.1769116510379
418,ADEC SDWIS active PWS source locations,AK2271732   ,KSD ANIAK SECONDARY SCHOOL,34609,WL,Well,NTNC,Non-transient non-community,NA,80,NA,-159.551586804368,61.5795170452493
419,ADEC SDWIS active PWS source locations,AK2298103   ,VALDEZ WATER SYSTEM - MAIN,34611,WL,Well,C   ,C   ,NA,4500,NA,-146.38250397889303,61.1311672171581
420,ADEC SDWIS active PWS source locations,AK2224808   ,THREE BEARS STORE 47 - TRAPPER CREEK,34613,WL,Well,NC  ,NC  ,NA,61,NA,-150.23205084484897,62.31378451079499
421,ADEC SDWIS active PWS source locations,AK2223616   ,MSBSD BIG LAKE ELEM #2 NEW,34617,WL,Well,NTNC,Non-transient non-community,NA,365,NA,-149.82009327415795,61.538501629812295
422,ADEC SDWIS active PWS source locations,AK2242424   ,STERLING TESORO RESTAURANT,34618,WL,Well,NC  ,NC  ,NA,102,NA,-150.74480356658694,60.53593854533181
423,ADEC SDWIS active PWS source locations,AK2215558   ,TUDOR EAST APARTMENTS,34620,WL,Well,C   ,C   ,NA,78,NA,-149.766234021033,61.181122661721
424,ADEC SDWIS active PWS source locations,AK2226046   ,CATHOLIC CAMP & CONFERENCE MINISTRIES,34626,WL,Well,NC  ,NC  ,NA,56,NA,-149.271688346593,61.631104713971006
425,ADEC SDWIS active PWS source locations,AK2210485   ,SAND LAKE SERVICES,34627,WL,Well,C   ,C   ,NA,465,NA,-149.97453598597798,61.1345776307685
426,ADEC SDWIS active PWS source locations,AK2225082   ,WASILLA CHRISTIAN CHURCH,34630,WL,Well,NC  ,NC  ,NA,658,NA,-149.482743291455,61.557451683975295
427,ADEC SDWIS active PWS source locations,AK2210485   ,SAND LAKE SERVICES,34637,WL,Well,C   ,C   ,NA,465,NA,-149.98070398657302,61.1355466297005
428,ADEC SDWIS active PWS source locations,AK2227199   ,EQUESTRIAN ACRES,34641,WL,Well,C   ,C   ,NA,950,NA,-149.170342326214,61.60198873247781
429,ADEC SDWIS active PWS source locations,AK2291499   ,GLENNALLEN WATER WORKS,34643,WL,Well,C   ,C   ,NA,365,NA,-145.516708671435,62.106784306798495
430,ADEC SDWIS active PWS source locations,AK2249303   ,VOLCANO VIEW RV PARK,34646,WL,Well,NC  ,NC  ,NA,100,NA,-151.698340214827,60.027120427023
431,ADEC SDWIS active PWS source locations,AK2225241   ,"MUSEUM OF ALASKA, TRANSPORTATION & INDUS",34652,WL,Well,NC  ,NC  ,NA,29,NA,-149.545943305261,61.57741167231649
432,ADEC SDWIS active PWS source locations,AK2213768   ,PETERS CREEK MANOR APTS,34653,WL,Well,C   ,C   ,NA,48,NA,-149.438773188899,61.41397170034389
433,ADEC SDWIS active PWS source locations,AK2217908   ,ALPENGLOW SKI LODGE,34654,WL,Well,NC  ,NC  ,NA,354,NA,-149.53228306956697,61.24678169570309
434,ADEC SDWIS active PWS source locations,AK2215524   ,WALTER G PIPPEL SD,34655,WL,Well,C   ,C   ,NA,75,NA,-149.568493125398,61.326361684700395
435,ADEC SDWIS active PWS source locations,AK2225419   ,GROUSE RIDGE SHOOTING CLUB LLC,34665,WL,Well,NC  ,NC  ,NA,33,NA,-149.27698336691498,61.659111711323
436,ADEC SDWIS active PWS source locations,AK2225281   ,PT MACKENZIE CORRECTIONAL FARM,34690,WL,Well,C   ,C   ,NA,101,NA,-150.08146418469403,61.4184735947894
437,ADEC SDWIS active PWS source locations,AK2214112   ,TRINITY PRESBYTERIAN CHURCH,34693,WL,Well,NC  ,NC  ,NA,255,NA,-149.80765897026401,61.109051659610486
438,ADEC SDWIS active PWS source locations,AK2262725   ,KING SALMON LODGE,34695,WL,Well,NC  ,NC  ,NA,50,NA,-156.694421189487,58.683600747129304
439,ADEC SDWIS active PWS source locations,AK2224272   ,MSBSD TANAINA ELEMENTARY,34698,WL,Well,NTNC,Non-transient non-community,NA,439,NA,-149.454669328696,61.6085786853195
440,ADEC SDWIS active PWS source locations,AK2270613   ,LKSD TUNUNAK PAUL ALBERT HS,34700,WL,Well,C   ,C   ,NA,385,NA,-165.25422150869102,60.58613925152171
441,ADEC SDWIS active PWS source locations,AK2243828   ,ORCA TWIN THEATERS,34710,WL,Well,NC  ,NC  ,NA,250,NA,-151.158742530359,60.49387148151959
442,ADEC SDWIS active PWS source locations,AK2225279   ,SUNNY KNIK CHAPEL,34711,WL,Well,NC  ,NC  ,NA,125,NA,-149.73868421611297,61.4563286484816
443,ADEC SDWIS active PWS source locations,AK2242953   ,ROGUE WAVE PROCESSING,34724,WL,Well,NC  ,NC  ,NA,319,NA,-151.25424354312,60.51636546462619
444,ADEC SDWIS active PWS source locations,AK2247610   ,CAMP CREEKSIDE,34727,WL,Well,NC  ,NC  ,NA,46,NA,-149.38205035460803,60.1850567870046
445,ADEC SDWIS active PWS source locations,AK2223959   ,CAMP MARANATHA,34738,WL,Well,NC  ,NC  ,NA,144,NA,-149.95326329218696,61.56584160617491
446,ADEC SDWIS active PWS source locations,AK2271211   ,TUNTUTULIAK WASHETERIA AND WATERING PT,34746,WL,Well,C   ,C   ,NA,350,NA,-162.66839166591902,60.340029674361794
447,ADEC SDWIS active PWS source locations,AK2291279   ,TEZDLENDE ESTATES AND WATERING POINT,34747,WL,Well,C   ,C   ,NA,75,NA,-145.43427762737798,62.050905323465706
448,ADEC SDWIS active PWS source locations,AK2227750   ,GRANDVIEW RV PARK,34748,WL,Well,NC  ,NC  ,NA,27,NA,-147.609357470535,61.798068977704304
449,ADEC SDWIS active PWS source locations,AK2210906   ,MOA MUNICIPALITY OF ANCHORAGE,34751,WL,Well,C   ,C   ,NA,221351,NA,-149.719274017421,61.1752076697618
450,ADEC SDWIS active PWS source locations,AK2210906   ,MOA MUNICIPALITY OF ANCHORAGE,34755,WL,Well,C   ,C   ,NA,221351,NA,-149.88558502124897,61.183458642101606
451,ADEC SDWIS active PWS source locations,AK2247953   ,KACHEMAK SELO #3,34759,WL,Well,C   ,C   ,NA,150,NA,-151.06003208796702,59.802941543837996
452,ADEC SDWIS active PWS source locations,AK2248690   ,MINISTRY OF THE LIVING STONES,34762,WL,Well,NC  ,NC  ,NA,118,NA,-150.734340567257,60.536655546969605
453,ADEC SDWIS active PWS source locations,AK2261208   ,EKUK FISHERIES,34763,WL,Well,NC  ,NC  ,NA,150,NA,-158.56016113605298,58.81477045021179
454,ADEC SDWIS active PWS source locations,AK2213962   ,SUN VALLEY HEIGHTS SOUTH,34768,WL,Well,C   ,C   ,NA,34,NA,-149.76312496370596,61.0988856675199
455,ADEC SDWIS active PWS source locations,AK2225601   ,MT MCKINLEY PRINCESS LODGE,34772,WL,Well,NC  ,NC  ,NA,1156,NA,-150.225867032426,62.55561749568309
456,ADEC SDWIS active PWS source locations,AK2242521   ,KENAI PRINCESS LODGE,34776,WL,Well,NC  ,NC  ,NA,438,NA,-149.85417854822103,60.48796069196619
457,ADEC SDWIS active PWS source locations,AK2247767   ,JEHOVAHS WITNESS KINGDOM HALL,34784,WL,Well,NC  ,NC  ,NA,200,NA,-151.12077251729303,60.4728454890507
458,ADEC SDWIS active PWS source locations,AK2271033   ,ATMAUTLUAK WATER SYSTEM,34787,WL,Well,C   ,C   ,NA,311,NA,-162.27715204050298,60.85648968339668
459,ADEC SDWIS active PWS source locations,AK2220464   ,H & H LAKEVIEW LODGE,34793,WL,Well,NC  ,NC  ,NA,105,NA,-150.05786371576798,62.140891551171094
460,ADEC SDWIS active PWS source locations,AK2215922   ,GREEK ORTHODOX CHURCH,34794,WL,Well,NC  ,NC  ,NA,60,NA,-149.82929697874502,61.1216006552757
461,ADEC SDWIS active PWS source locations,AK2212851   ,BIRCHWOOD RECREATION AND SHOOTING PARK,34803,WL,Well,NC  ,NC  ,NA,54,NA,-149.50524319401697,61.4220016889412
462,ADEC SDWIS active PWS source locations,AK2360379   ,YUKON RIVER CAMP,34810,WL,Well,NC  ,NC  ,NA,59,NA,-149.72052205560001,65.88051135758097
463,ADEC SDWIS active PWS source locations,AK2262513   ,SILVER BAY SEAFOODS - WOOD RIVER,34828,WL,Well,NC  ,NC  ,NA,300,NA,-158.44133929035098,59.06821444595921
464,ADEC SDWIS active PWS source locations,AK2213954   ,ASD BEAR VALLEY ELEMENTARY,34841,WL,Well,NTNC,Non-transient non-community,NA,524,NA,-149.74707495379997,61.08436867106719
465,ADEC SDWIS active PWS source locations,AK2224256   ,SHORES OF ANCIENT TREE,34846,WL,Well,C   ,C   ,NA,170,NA,-149.35613332058304,61.596181702305906
466,ADEC SDWIS active PWS source locations,AK2225074   ,WASILLA BUMPUS SOFTBALL FIELDS,34855,WL,Well,NC  ,NC  ,NA,105,NA,-149.50018631675903,61.5926896788553
467,ADEC SDWIS active PWS source locations,AK2213491   ,DIV PARKS CHUGACH SP ERNC,34856,WL,Well,NC  ,NC  ,NA,30,NA,-149.27106306324896,61.234631739145996
468,ADEC SDWIS active PWS source locations,AK2222351   ,MILLERS MARKET,34859,WL,Well,NC  ,NC  ,NA,72,NA,-149.81107333954498,61.62878162543571
469,ADEC SDWIS active PWS source locations,AK2224109   ,WASILLA LACY LAINE SD,34860,WL,Well,C   ,C   ,NA,75,NA,-149.436906321885,61.59895468885391
470,ADEC SDWIS active PWS source locations,AK2248470   ,RUBYS CAFE,34863,WL,Well,NC  ,NC  ,NA,99,NA,-151.32047763870304,60.66216944400931
471,ADEC SDWIS active PWS source locations,AK2262254   ,ALASKA AIRLINES KING SALMON,34871,WL,Well,NC  ,NC  ,NA,160,NA,-156.667201190314,58.68211275142871
472,ADEC SDWIS active PWS source locations,AK2245082   ,STERLING BAPTIST CHURCH,34878,WL,Well,NC  ,NC  ,NA,135,NA,-150.79402756651697,60.537227537316184
473,ADEC SDWIS active PWS source locations,AK2241020   ,NIKISHKA BAY,34881,WL,Well,C   ,C   ,NA,470,NA,-151.30128268593404,60.73182144234619
474,ADEC SDWIS active PWS source locations,AK2270833   ,KSD GEORGE MORGAN HIGH SCHOOL,34891,WL,Well,NTNC,Non-transient non-community,NA,50,NA,-160.34677369696195,61.53221892260301
475,ADEC SDWIS active PWS source locations,AK2223438   ,KNIK BAR & LIQUOR,34893,WL,Well,NC  ,NC  ,NA,32,NA,-149.72495322000094,61.461541650395795
476,ADEC SDWIS active PWS source locations,AK2223179   ,SETTLERS BAY CONDOS,34895,WL,Well,C   ,C   ,NA,80,NA,-149.61363326544895,61.5231716646849
477,ADEC SDWIS active PWS source locations,AK2242953   ,ROGUE WAVE PROCESSING,34902,WL,Well,NC  ,NC  ,NA,319,NA,-151.25373354313598,60.516371464707895
478,ADEC SDWIS active PWS source locations,AK2225105   ,MAT SU COVENANT CHURCH,34906,WL,Well,NC  ,NC  ,NA,50,NA,-149.319612313022,61.58531870899841
479,ADEC SDWIS active PWS source locations,AK2215370   ,USFS WILLIWAW # 2 MIDDLE,34916,WL,Well,NC  ,NC  ,NA,40,NA,-148.87890675611303,60.78674883087081
480,ADEC SDWIS active PWS source locations,AK2210689   ,GLENCAREN COURT,34923,WL,Well,C   ,C   ,NA,828,NA,-149.728979036059,61.201975666457706
481,ADEC SDWIS active PWS source locations,AK2226517   ,ALPINE INN,34924,WL,Well,NC  ,NC  ,NA,55,NA,-148.896596406368,61.70990677075171
482,ADEC SDWIS active PWS source locations,AK2225308   ,HATCHER VIEW BUSINESS PARK,34927,WL,Well,NC  ,NC  ,NA,95,NA,-149.32626931257604,61.5847767079389
483,ADEC SDWIS active PWS source locations,AK2263025   ,RAPIDS CAMP LODGE,34929,WL,Well,NC  ,NC  ,NA,100,NA,-156.56994116968798,58.63512577023891
484,ADEC SDWIS active PWS source locations,AK2220634   ,MOUNTAIN VILLAGE PLAZA,34932,WL,Well,NC  ,NC  ,NA,100,NA,-149.38854330393505,61.57355169842091
485,ADEC SDWIS active PWS source locations,AK2263010   ,NINA NICHOLSON SUBDIVISION,34945,WL,Well,C   ,C   ,NA,31,NA,-158.536036263853,59.034771434384
486,ADEC SDWIS active PWS source locations,AK2210338   ,GREEN ACRES TC,34961,WL,Well,C   ,C   ,NA,96,NA,-149.80753300034598,61.1522116568488
487,ADEC SDWIS active PWS source locations,AK2213425   ,PORTAGE GLACIER LODGE,34966,WL,Well,NC  ,NC  ,NA,257,NA,-148.844122753628,60.78288483674859
488,ADEC SDWIS active PWS source locations,AK2262705   ,ALASKA GENERAL SEAFOODS NAKNEK-FREEZING,34968,WL,Well,NC  ,NC  ,NA,120,NA,-156.99347819812,58.731872697219195
489,ADEC SDWIS active PWS source locations,AK2221004   ,OUR LADY OF THE LK CATHOLIC CH,34971,WL,Well,NC  ,NC  ,NA,77,NA,-149.82500827122,61.5345056292649
490,ADEC SDWIS active PWS source locations,AK2242783   ,IMMANUEL BAPTIST CHURCH,34973,WL,Well,NC  ,NC  ,NA,147,NA,-151.235631542794,60.51523946769779
491,ADEC SDWIS active PWS source locations,AK2248080   ,TWIN RIVERS STORE,34976,WL,Well,NC  ,NC  ,NA,100,NA,-151.67802222316396,60.039401429414994
492,ADEC SDWIS active PWS source locations,AK2224670   ,LAKE LUCILLE LODGE BEST WESTRN,34977,WL,Well,NC  ,NC  ,NA,40,NA,-149.48474330521802,61.5765316824266
493,ADEC SDWIS active PWS source locations,AK2263039   ,SWRSD MANOKOTAK HEIGHTS SCHOOL,34982,WL,Well,NTNC,Non-transient non-community,NA,177,NA,-158.956001191833,58.9660803761786
494,ADEC SDWIS active PWS source locations,AK2249968   ,MAMAS CHIPPED CHINA  HIBERNATION STATION,34986,WL,Well,NC  ,NC  ,NA,43,NA,-150.81122256663303,60.53789553450171
495,ADEC SDWIS active PWS source locations,AK2222929   ,MARYS MCKINLEY VIEW,34988,WL,Well,NC  ,NC  ,NA,107,NA,-150.23661805686797,62.587014491789795
496,ADEC SDWIS active PWS source locations,AK2298103   ,VALDEZ WATER SYSTEM - MAIN,34991,WL,Well,C   ,C   ,NA,4500,NA,-146.36249098298507,61.137476220080806
497,ADEC SDWIS active PWS source locations,AK2272000   ,ALASKA AIRLINES BETHEL,34997,WL,Well,NC  ,NC  ,NA,457,NA,-161.83954503991697,60.78379075892931
498,ADEC SDWIS active PWS source locations,AK2215401   ,ALASKA ZOO,34999,WL,Well,NC  ,NC  ,NA,477,NA,-149.79260898053303,61.123550661128505
499,ADEC SDWIS active PWS source locations,AK2214544   ,AMAZING GRACE LUTHERAN CHURCH,35001,WL,Well,NTNC,Non-transient non-community,NA,354,NA,-149.80336697968102,61.1225066594427
500,ADEC SDWIS active PWS source locations,AK2245977   ,STERLING SENIOR CITIZEN CENTER,35003,WL,Well,NC  ,NC  ,NA,35,NA,-150.777892566434,60.536641539954495
501,ADEC SDWIS active PWS source locations,AK2223828   ,BOBS MINI MARKET,35006,WL,Well,NC  ,NC  ,NA,29,NA,-149.81867528294796,61.550672629255594
502,ADEC SDWIS active PWS source locations,AK2216512   ,BIRCH AND ALDER LLC,35009,WL,Well,NC  ,NC  ,NA,51,NA,-149.51655288936595,60.98782171475089
503,ADEC SDWIS active PWS source locations,AK2244256   ,CROOKED CREEK RV PARK,35010,WL,Well,NC  ,NC  ,NA,136,NA,-151.285667413953,60.32084047288009
504,ADEC SDWIS active PWS source locations,AK2262474   ,LFS NAKNEK MARINE CENTER,35017,WL,Well,NC  ,NC  ,NA,156,NA,-156.95005420774598,58.7439657028665
505,ADEC SDWIS active PWS source locations,AK2280074   ,HOLY CROSS WATER SYSTEM,35022,WL,Well,C   ,C   ,NA,182,NA,-159.77071423148897,62.198556952959315
506,ADEC SDWIS active PWS source locations,AK2270273   ,MARSHALL WATER SYSTEM,35028,WL,Well,C   ,C   ,NA,308,NA,-162.07979275964695,61.875459613518494
507,ADEC SDWIS active PWS source locations,AK2214730   ,POTTER CREEK WATER COMPANY,35033,WL,Well,C   ,C   ,NA,375,NA,-149.78310493088097,61.051907667287985
508,ADEC SDWIS active PWS source locations,AK2214968   ,GIRDWOOD STATION MALL - TESORO #30054,35035,WL,Well,NC  ,NC  ,NA,400,NA,-149.172293859706,60.94076677368829
509,ADEC SDWIS active PWS source locations,AK2244858   ,NORTH STAR U. METHODIST CHURCH,35036,WL,Well,NC  ,NC  ,NA,65,NA,-151.33271267778903,60.720811438023304
510,ADEC SDWIS active PWS source locations,AK2225253   ,CHRIST FIRST UNITED METHODIST CHURCH,35042,WL,Well,NC  ,NC  ,NA,71,NA,-149.53238328617198,61.55079167624999
511,ADEC SDWIS active PWS source locations,AK2217576   ,QUIET VIEW APTS,35049,WL,Well,C   ,C   ,NA,96,NA,-149.86997599876997,61.151023646745294
512,ADEC SDWIS active PWS source locations,AK2224117   ,WELLINGFIELD WEST DIV I II,35053,WL,Well,C   ,C   ,NA,168,NA,-149.31215329387396,61.558741711911296
513,ADEC SDWIS active PWS source locations,AK2245024   ,ABUNDANT LIFE ASSEMBLY OF GOD,35066,WL,Well,NC  ,NC  ,NA,154,NA,-150.73326256385192,60.53149454748689
514,ADEC SDWIS active PWS source locations,AK2298200   ,VALDEZ GLACIER CAMPGROUND,35070,WL,Well,NC  ,NC  ,NA,200,NA,-146.20516298087196,61.13815224574111
515,ADEC SDWIS active PWS source locations,AK2213603   ,LAKE O THE HILLS EAST,35071,WL,Well,C   ,C   ,NA,56,NA,-149.75106297696797,61.1177516682719
516,ADEC SDWIS active PWS source locations,AK2215362   ,USFS WILLIWAW #1 EAST,35074,WL,Well,NC  ,NC  ,NA,40,NA,-148.876445755172,60.785347831356
517,ADEC SDWIS active PWS source locations,AK2243488   ,TRAIL LAKE LODGE MOTEL,35075,WL,Well,NC  ,NC  ,NA,41,NA,-149.36914255257602,60.487457770179496
518,ADEC SDWIS active PWS source locations,AK2210346   ,GREENBROOK S/D,35076,WL,Well,C   ,C   ,NA,123,NA,-149.75795297016697,61.108091667770395
519,ADEC SDWIS active PWS source locations,AK2271017   ,LKSD TUNTUTULIAK ANGAPAK SC,35078,WL,Well,NTNC,Non-transient non-community,NA,101,NA,-162.67663866695096,60.34312467277719
520,ADEC SDWIS active PWS source locations,AK2271928   ,YKHC ANIAK SUBREGIONAL CLINIC,35080,WL,Well,NC  ,NC  ,NA,40,NA,-159.537801800392,61.572108048136506
521,ADEC SDWIS active PWS source locations,AK2225458   ,TOWNSITE FOODMART,35083,WL,Well,NC  ,NC  ,NA,406,NA,-150.04214141652702,61.7385475802596
522,ADEC SDWIS active PWS source locations,AK2224646   ,WASILLA WATER SYSTEM,35087,WL,Well,C   ,C   ,NA,18492,NA,-149.44779032155398,61.5986336870856
523,ADEC SDWIS active PWS source locations,AK2210689   ,GLENCAREN COURT,35088,WL,Well,C   ,C   ,NA,828,NA,-149.72947203604298,61.201961666378196
524,ADEC SDWIS active PWS source locations,AK2224646   ,WASILLA WATER SYSTEM,35089,WL,Well,C   ,C   ,NA,18492,NA,-149.45306331097902,61.584089687148285
525,ADEC SDWIS active PWS source locations,AK2218108   ,RABBIT CREEK COMMUNITY CHURCH,35096,WL,Well,NC  ,NC  ,NA,205,NA,-149.81800295240603,61.0835316595703
526,ADEC SDWIS active PWS source locations,AK2260286   ,SAINT PAUL WATER SYSTEM,35106,WL,Well,C   ,C   ,NA,380,NA,-170.262548922832,57.147584922592195
527,ADEC SDWIS active PWS source locations,AK2260286   ,SAINT PAUL WATER SYSTEM,35107,WL,Well,C   ,C   ,NA,380,NA,-170.26288392286898,57.14777592252231
528,ADEC SDWIS active PWS source locations,AK2262301   ,NAPAKIAK WASHETERIA,35108,WL,Well,C   ,C   ,NA,336,NA,-161.97282696775102,60.6946637469046
529,ADEC SDWIS active PWS source locations,AK2211114   ,ROMIG PARK S/D,35109,WL,Well,C   ,C   ,NA,493,NA,-149.90929703308302,61.20077663711171
530,ADEC SDWIS active PWS source locations,AK2212267   ,GLACIER VALLEY WATER COMPANY,35129,WL,Well,C   ,C   ,NA,120,NA,-149.13390087631797,60.96457477844359
531,ADEC SDWIS active PWS source locations,AK2240448   ,KENAI WATER SYSTEM,35136,WL,Well,C   ,C   ,NA,5700,NA,-151.12174957818402,60.5648024826697
532,ADEC SDWIS active PWS source locations,AK2221012   ,MSBSD SUSITNA VALLEY HIGH,35137,WL,Well,NTNC,Non-transient non-community,NA,250,NA,-150.04333370903498,62.131711554185
533,ADEC SDWIS active PWS source locations,AK2261460   ,SALMON ROE,35140,WL,Well,C   ,C   ,NA,31,NA,-158.49520127134696,59.04239043997511
534,ADEC SDWIS active PWS source locations,AK2241020   ,NIKISHKA BAY,35141,WL,Well,C   ,C   ,NA,470,NA,-151.30160268592002,60.7318114422952
535,ADEC SDWIS active PWS source locations,AK2243137   ,BEACHSIDE ESTATES,35148,WL,Well,C   ,C   ,NA,60,NA,-151.247882543632,60.51692146561198
536,ADEC SDWIS active PWS source locations,AK2243137   ,BEACHSIDE ESTATES,35149,WL,Well,C   ,C   ,NA,60,NA,-151.247721543638,60.516924465637686
537,ADEC SDWIS active PWS source locations,AK2250582   ,JAVA FLATS/RUSSIAN RIVER ROADHOUSE,35152,WL,Well,NC  ,NC  ,NA,39,NA,-152.57855083785196,57.70143145136819
538,ADEC SDWIS active PWS source locations,AK2241054   ,SOLDOTNA,35160,WL,Well,C   ,C   ,NA,4807,NA,-151.095937530151,60.49150849178359
539,ADEC SDWIS active PWS source locations,AK2260090   ,MANOKOTAK WATER SYSTEM,35161,WL,Well,C   ,C   ,NA,293,NA,-159.05555419179194,58.97975735971799
540,ADEC SDWIS active PWS source locations,AK2261630   ,BRISTOL BAY LODGE,35162,WL,Well,NC  ,NC  ,NA,46,NA,-158.94297346624597,59.43410633607271
541,ADEC SDWIS active PWS source locations,AK2210697   ,OASIS WATER - MCKINLEY VIEW DIV,35164,WL,Well,C   ,C   ,NA,130,NA,-149.45867318923302,61.41469169703769
542,ADEC SDWIS active PWS source locations,AK2211677   ,SOUTHWOOD MANOR TC,35170,WL,Well,C   ,C   ,NA,1005,NA,-149.85262098823605,61.1356216505696
543,ADEC SDWIS active PWS source locations,AK2227173   ,MEADOW VALLEY SD ADD #1,35171,WL,Well,NC  ,NC  ,NA,35,NA,-149.27145729650096,61.5619367183937
