row_id,source_dataset,pws_id,system_name,facility_id,source_type_code,source_type,federal_type_code,federal_type,activity_status,population_served,comment,longitude,latitude
720,ADEC SDWIS active PWS source locations,AK2381668   ,TOK CIVIC CENTER,42866,WL,Well,NC  ,NC  ,NA,500,NA,-142.98700356531302,63.336298667741794
721,ADEC SDWIS active PWS source locations,AK2380997   ,TUNDRA LODGE RV CAMPGROUND,42870,WL,Well,NC  ,NC  ,NA,15,NA,-143.01366556901294,63.3393086630898
722,ADEC SDWIS active PWS source locations,AK2310976   ,CAMP LI - WA,42876,WL,Well,NC  ,NC  ,NA,222,NA,-147.590966066416,64.88288179380208
723,ADEC SDWIS active PWS source locations,AK2371299   ,DELTA VISITORS CENTER,42878,WL,Well,NC  ,NC  ,NA,153,NA,-145.73162526038396,64.03685216412069
724,ADEC SDWIS active PWS source locations,AK2390853   ,BLM - DELTA N.W.&S.R. WAYSIDE,42880,WL,Well,NC  ,NC  ,NA,50,NA,-146.02458441981796,63.04498217031639
725,ADEC SDWIS active PWS source locations,AK2314051   ,FT WAINWRIGHT / DRMO,42884,WL,Well,NTNC,Non-transient non-community,NA,35,NA,-147.57375699960997,64.8130688011193
726,ADEC SDWIS active PWS source locations,AK2360442   ,STEVENS VILLAGE WATER SYSTEM,42885,WL,Well,C   ,C   ,NA,28,NA,-149.086057192881,66.0033914606372
727,ADEC SDWIS active PWS source locations,AK2390667   ,FISHER'S FUEL,42887,WL,Well,NC  ,NC  ,NA,409,NA,-149.01921814132797,63.876141612304494
728,ADEC SDWIS active PWS source locations,AK2380303   ,AK GATEWAY SD - NORTHWAY SCH,42901,WL,Well,NTNC,Non-transient non-community,NA,57,NA,-141.891704208271,62.9676228695018
729,ADEC SDWIS active PWS source locations,AK2381210   ,AK GATEWAY SD - TETLIN SCHOOL,42906,WL,Well,NTNC,Non-transient non-community,NA,42,NA,-142.519868379423,63.1382867560251
730,ADEC SDWIS active PWS source locations,AK2381406   ,LDS CHURCH/DELTA,42907,WL,Well,NC  ,NC  ,NA,170,NA,-145.73059726984093,64.0474951636939
731,ADEC SDWIS active PWS source locations,AK2314001   ,BETHEL CHURCH,42915,WL,Well,NC  ,NC  ,NA,500,NA,-147.76690607238902,64.88837176299528
732,ADEC SDWIS active PWS source locations,AK2370879   ,LARRYS APARTMENTS,42917,WL,Well,C   ,C   ,NA,44,NA,-145.72518527138897,64.0493621645141
733,ADEC SDWIS active PWS source locations,AK2380620   ,DOT & PF TOK COMBINED FACILITY,42927,WL,Well,NC  ,NC  ,NA,26,NA,-142.983803565224,63.336361668279494
734,ADEC SDWIS active PWS source locations,AK2391736   ,LDS / DENALI CHAPEL,42933,WL,Well,NC  ,NC  ,NA,52,NA,-149.002591134273,63.86795961566909
735,ADEC SDWIS active PWS source locations,AK2370049   ,SNOWED INN RV & TRAILER CT.,42937,WL,Well,NC  ,NC  ,NA,51,NA,-145.697659255069,64.0316961702222
736,ADEC SDWIS active PWS source locations,AK2381082   ,THREE BEARS #10 TOK,42942,WL,Well,NC  ,NC  ,NA,62,NA,-142.98309456410496,63.33506266846249
737,ADEC SDWIS active PWS source locations,AK2340183   ,SAVOONGA WATER SUPPLY,42945,WL,Well,C   ,C   ,NA,802,NA,-170.48050787503905,63.689049091807995
738,ADEC SDWIS active PWS source locations,AK2340751   ,GAMBELL WATER SYSTEM,42946,WL,Well,C   ,C   ,NA,669,NA,-171.70344870911399,63.77614989209991
739,ADEC SDWIS active PWS source locations,AK2390201   ,CLEAR SKY LODGE,42950,WL,Well,NC  ,NC  ,NA,58,NA,-149.185545479215,64.2566115590613
740,ADEC SDWIS active PWS source locations,AK2310421   ,NOAA / NESDIS CDA STATION,42955,WL,Well,NTNC,Non-transient non-community,NA,40,NA,-147.523689155951,64.9762447996541
741,ADEC SDWIS active PWS source locations,AK2314475   ,CROSS ROADS BAPTIST CHURCH,42967,WL,Well,NC  ,NC  ,NA,50,NA,-147.44305100610396,64.82064682326079
742,ADEC SDWIS active PWS source locations,AK2340167   ,KOYUK PUBLIC WATER SYSTEM,42969,WL,Well,C   ,C   ,NA,277,NA,-161.16248535913402,64.932099466452
743,ADEC SDWIS active PWS source locations,AK2340565   ,KOBUK WATER SYSTEM,42970,WL,Well,C   ,C   ,NA,93,NA,-156.88318682368703,66.90782302169562
744,ADEC SDWIS active PWS source locations,AK2380387   ,SOURDOUGH CAMPGROUND / RV PARK,42986,WL,Well,NC  ,NC  ,NA,69,NA,-143.005772545023,63.311031665800584
745,ADEC SDWIS active PWS source locations,AK2310853   ,WILDWOOD HOMES LLC,42989,WL,Well,C   ,C   ,NA,114,NA,-147.668653082609,64.8993987793201
746,ADEC SDWIS active PWS source locations,AK2380078   ,UTDC BUILDING,42998,WL,Well,NTNC,Non-transient non-community,NA,55,NA,-142.987975560025,63.3299256678877
747,ADEC SDWIS active PWS source locations,AK2310358   ,HILLTOP TRUCK STOP,43022,WL,Well,NC  ,NC  ,NA,211,NA,-147.65183620340304,65.0245917744156
748,ADEC SDWIS active PWS source locations,AK2390390   ,DENALI RIVER CABINS/MILE 231,43032,WL,Well,NC  ,NC  ,NA,300,NA,-148.834164951244,63.65601165799719
749,ADEC SDWIS active PWS source locations,AK2300484   ,MANLEY COMMUNITY WATER SYSTEM,43046,WL,Well,C   ,C   ,NA,95,NA,-150.60968616094794,65.0083212628785
750,ADEC SDWIS active PWS source locations,AK2391443   ,DENALI RV PARK AND MOTEL,43056,WL,Well,NC  ,NC  ,NA,175,NA,-148.986744093135,63.8207996214221
751,ADEC SDWIS active PWS source locations,AK2390269   ,MONROES MONDEROSA,43063,WL,Well,NC  ,NC  ,NA,78,NA,-149.08900580359,64.60809155258906
752,ADEC SDWIS active PWS source locations,AK2360141   ,KALTAG PUBLIC WATER SYSTEM,43072,WL,Well,C   ,C   ,NA,214,NA,-158.737338064076,64.3326389289427
753,ADEC SDWIS active PWS source locations,AK2391419   ,NORTHERN LIGHTS WELL,43074,WL,Well,NC  ,NC  ,NA,725,NA,-148.898525031739,63.749591641038
754,ADEC SDWIS active PWS source locations,AK2360248   ,YKSD - MERRELINE KANGAS / RUBY,43075,WL,Well,NTNC,Non-transient non-community,NA,40,NA,-155.46707569445195,64.74103844773771
755,ADEC SDWIS active PWS source locations,AK2391786   ,49TH STATE BREWING COMPANY HEALY,43076,WL,Well,NC  ,NC  ,NA,524,NA,-149.01706513112194,63.86448161342719
756,ADEC SDWIS active PWS source locations,AK2300769   ,CIRCLE WASHETERIA,43077,WL,Well,C   ,C   ,NA,110,NA,-144.06087993568903,65.82509035396218
757,ADEC SDWIS active PWS source locations,AK2381147   ,TOK LIQUOR & MINI MART,43080,WL,Well,NC  ,NC  ,NA,33,NA,-142.98838656253307,63.332902667673395
758,ADEC SDWIS active PWS source locations,AK2380379   ,AK GATEWAY SD - MENTASTA LAKE,43099,WL,Well,NTNC,Non-transient non-community,NA,43,NA,-143.798091263673,62.9295195511647
759,ADEC SDWIS active PWS source locations,AK2390756   ,CLEAR SPACE FORCE STATION – MAIN,43104,WL,Well,C   ,C   ,NA,433,NA,-149.16611550608698,64.28603156046358
760,ADEC SDWIS active PWS source locations,AK2391647   ,CANTWELL FOOD MART,43106,WL,Well,NC  ,NC  ,NA,86,NA,-148.89340472871697,63.394951664683695
761,ADEC SDWIS active PWS source locations,AK2370780   ,FT. GREELY - MAIN POST,43115,WL,Well,C   ,C   ,NA,1257,NA,-145.71160520344495,63.9731921711439
762,ADEC SDWIS active PWS source locations,AK2381171   ,BEARS DEN LOUNGE (FORMERLY HUSKY LOUNGE),43117,WL,Well,NC  ,NC  ,NA,53,NA,-142.95983456294198,63.334909672400194
763,ADEC SDWIS active PWS source locations,AK2310918   ,FT WAINWRIGHT - MAIN POST,43124,WL,Well,C   ,C   ,NA,20076,NA,-147.65923601297203,64.82667178548589
764,ADEC SDWIS active PWS source locations,AK2310277   ,DOT & PF FOX WATERING POINT,43129,WL,Well,C   ,C   ,NA,350,NA,-147.626596144591,64.96396178257851
765,ADEC SDWIS active PWS source locations,AK2391118   ,STAMPEDE LODGE,43139,WL,Well,NC  ,NC  ,NA,84,NA,-149.01995513621094,63.870311612556804
766,ADEC SDWIS active PWS source locations,AK2360214   ,KOYUKUK SAFEWATER FACILITY,43142,WL,Well,C   ,C   ,NA,85,NA,-157.70360565884593,64.8818000549522
767,ADEC SDWIS active PWS source locations,AK2370120   ,AK DIV PARKS - DELTA SRS,43144,WL,Well,NC  ,NC  ,NA,53,NA,-145.73446527575794,64.05404216266128
768,ADEC SDWIS active PWS source locations,AK2370031   ,ELFS DEN,43149,WL,Well,NC  ,NC  ,NA,50,NA,-147.32827593889402,64.75074184741388
769,ADEC SDWIS active PWS source locations,AK2391312   ,DENALI EDUCATION CENTER,43151,WL,Well,NC  ,NC  ,NA,53,NA,-148.82100494998903,63.654471660332284
770,ADEC SDWIS active PWS source locations,AK2390895   ,DENALI RAINBOW VILLAGE,43159,WL,Well,NC  ,NC  ,NA,417,NA,-148.898540030062,63.747659641159906
771,ADEC SDWIS active PWS source locations,AK2312813   ,TWIN SPRINGS WATER,43163,WL,Well,C   ,C   ,NA,310,NA,-147.555195086715,64.90422179866991
772,ADEC SDWIS active PWS source locations,AK2381480   ,AK GATEWAY SD - TOK SCHOOL,43176,WL,Well,NTNC,Non-transient non-community,NA,261,NA,-142.97994955791603,63.327830669345694
773,ADEC SDWIS active PWS source locations,AK2390586   ,DENALI - ROCK CREEK HQ.,43178,WL,Well,C   ,C   ,NA,300,NA,-148.96648100973502,63.72470063108101
774,ADEC SDWIS active PWS source locations,AK2391794   ,GRANDE DENALI / DENALI BLUFFS,43190,WL,Well,NC  ,NC  ,NA,1000,NA,-148.89802502644199,63.74348164151649
775,ADEC SDWIS active PWS source locations,AK2311184   ,BADGER DEN,43197,WL,Well,NC  ,NC  ,NA,158,NA,-147.50381602009,64.83493181186358
776,ADEC SDWIS active PWS source locations,AK2371540   ,PIZZA BELLA,43206,WL,Well,NC  ,NC  ,NA,44,NA,-145.732725258698,64.0349321640413
777,ADEC SDWIS active PWS source locations,AK2380329   ,LIVING WORD MINISTRY,43210,WL,Well,C   ,C   ,NA,62,NA,-144.60201091298703,63.67397337673481
778,ADEC SDWIS active PWS source locations,AK2313306   ,FAIRBANKS/NORTH POLE KOA,43214,WL,Well,NC  ,NC  ,NA,155,NA,-147.51277502002898,64.83481581032059
779,ADEC SDWIS active PWS source locations,AK2310837   ,"BIRCHVIEW RENTAL PROPERTIES, LLC",43219,WL,Well,C   ,C   ,NA,31,NA,-147.62158607455697,64.89122178798081
780,ADEC SDWIS active PWS source locations,AK2360785   ,NULATO RIVER WELL,43222,WL,Well,C   ,C   ,NA,245,NA,-158.13978545945898,64.7085099962059
781,ADEC SDWIS active PWS source locations,AK2391508   ,AURORA DENALI LODGE,43224,WL,Well,NC  ,NC  ,NA,42,NA,-149.02650814359401,63.87878461089029
782,ADEC SDWIS active PWS source locations,AK2391524   ,PRINCESS HOMESTEAD LODGE,43238,WL,Well,NC  ,NC  ,NA,1810,NA,-149.02559513638897,63.8705616115791
783,ADEC SDWIS active PWS source locations,AK2380599   ,RAVENS RIDGE APARTMENTS,43242,WL,Well,NC  ,NC  ,NA,30,NA,-142.98255456411496,63.33510266855181
784,ADEC SDWIS active PWS source locations,AK2390065   ,NENANA MUNICIPAL WATER,43243,WL,Well,C   ,C   ,NA,486,NA,-149.092549760737,64.56219055499169
785,ADEC SDWIS active PWS source locations,AK2390918   ,DENALI CROWS NEST,43244,WL,Well,NC  ,NC  ,NA,132,NA,-148.89464502910195,63.74652564189571
786,ADEC SDWIS active PWS source locations,AK2370798   ,FT. GREELY / DU / ALLEN ARMY AIRFIELD,43274,WL,Well,NTNC,Non-transient non-community,NA,60,NA,-145.726485216509,63.98758216778739
787,ADEC SDWIS active PWS source locations,AK2312164   ,FNSB BIRCH HILL WARMUP BUILDING,43277,WL,Well,NC  ,NC  ,NA,50,NA,-147.64837605404,64.869691784684
788,ADEC SDWIS active PWS source locations,AK2310780   ,TURTLE CLUB,43281,WL,Well,NC  ,NC  ,NA,204,NA,-147.62982913314596,64.95208778275878
789,ADEC SDWIS active PWS source locations,AK2380638   ,TETLIN UTILITY SYSTEM,43284,WL,Well,C   ,C   ,NA,150,NA,-142.519616378454,63.1371227561224
790,ADEC SDWIS active PWS source locations,AK2310934   ,PTARMIGAN HEIGHTS UTILITIES,43293,WL,Well,C   ,C   ,NA,53,NA,-147.996459991717,64.8033977286176
791,ADEC SDWIS active PWS source locations,AK2310405   ,POLAR ICE CENTER,43312,WL,Well,NC  ,NC  ,NA,58,NA,-147.54450600495298,64.81883180582167
792,ADEC SDWIS active PWS source locations,AK2391728   ,BLACK DIAMOND GOLF COURSE,43315,WL,Well,NC  ,NC  ,NA,206,NA,-149.04028511669998,63.8482016105253
793,ADEC SDWIS active PWS source locations,AK2371689   ,DELTA-CLEARWATER MOOSE LDG 911,43318,WL,Well,NC  ,NC  ,NA,25,NA,-145.73589529081192,64.07088216146248
794,ADEC SDWIS active PWS source locations,AK2391079   ,HOLLAND PRINCESS DENALI WILDERNESS LDG,43322,WL,Well,NC  ,NC  ,NA,1392,NA,-148.90364202808,63.7454096404366
795,ADEC SDWIS active PWS source locations,AK2380125   ,TUNDRA RV PARK AND BAR,43326,WL,Well,NC  ,NC  ,NA,48,NA,-143.01735056910897,63.3392296624709
796,ADEC SDWIS active PWS source locations,AK2360230   ,BEAVER WATER SYSTEM,43334,WL,Well,C   ,C   ,NA,80,NA,-147.39718657824403,66.35823573515638
797,ADEC SDWIS active PWS source locations,AK2370667   ,FT WAINWRIGHT / DU - BLACK RAPIDS,43347,WL,Well,NC  ,NC  ,NA,125,NA,-145.85505481333502,63.520462172245495
798,ADEC SDWIS active PWS source locations,AK2340507   ,WHITE MOUNTAIN WATER SYSTEM,43353,WL,Well,C   ,C   ,NA,210,NA,-163.400174849749,64.68049911875887
799,ADEC SDWIS active PWS source locations,AK2300272   ,HUGHES PUBLIC WATER SUPPLY,43355,WL,Well,C   ,C   ,NA,107,NA,-154.25782006553,66.0461215515586
800,ADEC SDWIS active PWS source locations,AK2340010   ,NOME JOINT UTILITY SYSTEM,43365,WL,Well,C   ,C   ,NA,3920,NA,-165.411974451519,64.55394880168917
801,ADEC SDWIS active PWS source locations,AK2390196   ,CARLO CREEK CABINS,43369,WL,Well,NC  ,NC  ,NA,39,NA,-148.82029487223204,63.56376166626419
802,ADEC SDWIS active PWS source locations,AK2370934   ,BLM - PAXSON LAKE CMPG,43381,WL,Well,NC  ,NC  ,NA,50,NA,-145.52402427724098,62.882192263575604
803,ADEC SDWIS active PWS source locations,AK2310879   ,RAINBOW VALLEY MHP,43393,WL,Well,C   ,C   ,NA,105,NA,-147.61430607515697,64.89188178920041
804,ADEC SDWIS active PWS source locations,AK2300159   ,MINTO COMMUNITY WATER SYSTEM,43394,WL,Well,C   ,C   ,NA,205,NA,-149.35840631643808,65.1465014703338
805,ADEC SDWIS active PWS source locations,AK2340230   ,KIANA WATER SYSTEM,43397,WL,Well,C   ,C   ,NA,455,NA,-160.42597253876,66.9730633989822
806,ADEC SDWIS active PWS source locations,AK2380468   ,GSA / ALCAN BORDER STATION,43402,WL,Well,NC  ,NC  ,NA,324,NA,-141.00820788172703,62.62117803244681
807,ADEC SDWIS active PWS source locations,AK2380947   ,MANH CHOH PERSONNEL CAMP-TOK,43404,WL,Well,NTNC,Non-transient non-community,NA,200,NA,-142.988893564814,63.33560166745639
808,ADEC SDWIS active PWS source locations,AK2372407   ,LDS / SALCHA CHAPEL,43408,WL,Well,NC  ,NC  ,NA,100,NA,-146.92443666586303,64.46283293456638
809,ADEC SDWIS active PWS source locations,AK2381260   ,YOUNG'S MOTEL & FAST EDDY'S RESTAURANT,43411,WL,Well,NC  ,NC  ,NA,350,NA,-142.95595156254998,63.334647673068986
810,ADEC SDWIS active PWS source locations,AK2391558   ,CANTWELL RV PARK,43413,WL,Well,NC  ,NC  ,NA,101,NA,-148.91258572704496,63.393098661555996
811,ADEC SDWIS active PWS source locations,AK2390984   ,USIBELLI COAL MINE,43423,WL,Well,NTNC,Non-transient non-community,NA,100,NA,-149.00435516642597,63.90460161299419
812,ADEC SDWIS active PWS source locations,AK2390439   ,TOTEM INN,43436,WL,Well,NC  ,NC  ,NA,249,NA,-149.01829513512698,63.8690616129207
813,ADEC SDWIS active PWS source locations,AK2391281   ,BLM - TANGLE LAKES CMPG/ WELL #2,43438,WL,Well,NC  ,NC  ,NA,50,NA,-146.00737442534597,63.05213217281501
814,ADEC SDWIS active PWS source locations,AK2314035   ,TWO RIVERS OUTPOST,43440,WL,Well,NC  ,NC  ,NA,80,NA,-146.86648905996802,64.882237919295
815,ADEC SDWIS active PWS source locations,AK2370625   ,EIELSON - AIR FORCE BASE,43441,WL,Well,C   ,C   ,NA,11870,NA,-147.08204585727407,64.66645189509468
816,ADEC SDWIS active PWS source locations,AK2360159   ,GALENA WTP2 - GILA,43448,WL,Well,C   ,C   ,NA,290,NA,-156.95535458716301,64.74002419431491
817,ADEC SDWIS active PWS source locations,AK2380028   ,GOLDEN BEAR MOTEL,43469,WL,Well,NC  ,NC  ,NA,50,NA,-142.99293256179,63.331773666960196
818,ADEC SDWIS active PWS source locations,AK2310146   ,CHENA HOT SPRINGS RESORT,43473,WL,Well,NTNC,Non-transient non-community,NA,165,NA,-146.05212621186303,65.05204205038719
819,ADEC SDWIS active PWS source locations,AK2370146   ,DGSD - DELTA SCHOOL,43478,WL,Well,NTNC,Non-transient non-community,NA,176,NA,-145.71480526570693,64.04323216663688
820,ADEC SDWIS active PWS source locations,AK2370594   ,"WINDY CITY BAR, GRILL, AND LODGING, LLC",43479,WL,Well,NC  ,NC  ,NA,34,NA,-145.731645255739,64.0316321644128
821,ADEC SDWIS active PWS source locations,AK2390439   ,TOTEM INN,43484,WL,Well,NC  ,NC  ,NA,249,NA,-149.02057513524196,63.8692116125224
822,ADEC SDWIS active PWS source locations,AK2380531   ,TANACROSS WATER SYSTEM,43499,WL,Well,C   ,C   ,NA,108,NA,-143.359637614657,63.376120602786195
823,ADEC SDWIS active PWS source locations,AK2381545   ,VILLAGE GAS,43500,WL,Well,NC  ,NC  ,NA,53,NA,-142.9613405618,63.33346467221598
824,ADEC SDWIS active PWS source locations,AK2360816   ,RAMPART WASHETERIA,43502,WL,Well,C   ,C   ,NA,88,NA,-150.17240166055697,65.50427330441201
825,ADEC SDWIS active PWS source locations,AK2391176   ,BLM - TANGLE LAKES CMPG/WELL #1,43504,WL,Well,NC  ,NC  ,NA,50,NA,-146.00506442360899,63.05006217332049
826,ADEC SDWIS active PWS source locations,AK2381016   ,NAABIA NIIGN NORTHWAY,43506,WL,Well,NC  ,NC  ,NA,25,NA,-141.802044237658,63.009762882647195
827,ADEC SDWIS active PWS source locations,AK2360109   ,TOO'GHA INC - IN TANANA,43515,WL,Well,C   ,C   ,NA,271,NA,-152.07950627611297,65.17040099690158
828,ADEC SDWIS active PWS source locations,AK2313233   ,WHITE BIRCH APARTMENTS,43522,WL,Well,C   ,C   ,NA,72,NA,-147.32093495767506,64.77060084746309
829,ADEC SDWIS active PWS source locations,AK2381105   ,TOK R.V. VILLAGE,43534,WL,Well,NC  ,NC  ,NA,140,NA,-142.96583156319699,63.33489467138758
830,ADEC SDWIS active PWS source locations,AK2390285   ,DENALI BOROUGH SD - TRI-VALLEY,43535,WL,Well,NTNC,Non-transient non-community,NA,226,NA,-149.012916137948,63.87223561363199
831,ADEC SDWIS active PWS source locations,AK2390293   ,MCKINLEY VILLAGE LODGE,43546,WL,Well,NC  ,NC  ,NA,530,NA,-148.83043495167703,63.65649165860029
832,ADEC SDWIS active PWS source locations,AK2391061   ,DENALI PRESCHOOL & LEARNING CENTER,43549,WL,Well,NTNC,Non-transient non-community,NA,37,NA,-149.00043513481597,63.86856161599759
833,ADEC SDWIS active PWS source locations,AK2310374   ,IVORY JACKS,43565,WL,Well,NC  ,NC  ,NA,88,NA,-147.906290096611,64.91321973729602
834,ADEC SDWIS active PWS source locations,AK2360272   ,GALENA WTP1 - CITY,43568,WL,Well,C   ,C   ,NA,490,NA,-156.87450959646196,64.7432702077797
835,ADEC SDWIS active PWS source locations,AK2310926   ,VALLEY WATER COMPANY,43573,WL,Well,C   ,C   ,NA,1575,NA,-147.52516901059101,64.82485280879358
836,ADEC SDWIS active PWS source locations,AK2340117   ,KIVALINA WATER SYSTEM,43682,IN,Intake,C   ,C   ,NA,452,NA,-164.455378870801,67.74259162980852
837,ADEC SDWIS active PWS source locations,AK2340670   ,TECK ALASKA RED DOG MINE PAC,43741,IN,Intake,NTNC,Non-transient non-community,NA,517,NA,-162.931670449911,68.02633186386868
838,ADEC SDWIS active PWS source locations,AK2380688   ,DOWNTOWN CHICKEN,43763,IN,Intake,NC  ,NC  ,NA,60,NA,-141.99613714571603,64.06508080106398
839,ADEC SDWIS active PWS source locations,AK2320264   ,NSBU - NUIQSUT,44015,IN,Intake,C   ,C   ,NA,443,NA,-150.990899631783,70.1971738211343
840,ADEC SDWIS active PWS source locations,AK2340654   ,TECK ALASKA RED DOG CONPAC,44035,IN,Intake,NTNC,Non-transient non-community,NA,291,NA,-162.931670449911,68.02633186386868
841,ADEC SDWIS active PWS source locations,AK2340442   ,SHAKTOOLIK WATER SYSTEM,44144,IN,Intake,C   ,C   ,NA,270,NA,-161.15991281815,64.3355895239725
842,ADEC SDWIS active PWS source locations,AK2340060   ,KOTZEBUE MUN. WATER SYSTEM,44165,IN,Intake,C   ,C   ,NA,3234,NA,-162.5044971696,66.87999905021701
843,ADEC SDWIS active PWS source locations,AK2340492   ,STEBBINS CITY WATER SUPPLY,44225,IN,Intake,C   ,C   ,NA,590,NA,-162.23120498114096,63.49689742905749
844,ADEC SDWIS active PWS source locations,AK2320086   ,NSBU - WAINWRIGHT,44285,IN,Intake,C   ,C   ,NA,600,NA,-159.922655645798,70.66522214671959
845,ADEC SDWIS active PWS source locations,AK2390162   ,CAMP DENALI,44390,IN,Intake,NC  ,NC  ,NA,70,NA,-150.88337780855304,63.5231143193173
846,ADEC SDWIS active PWS source locations,AK2320078   ,"BARROW UTILITIES & ELEC. COOP., INC. (BU",44546,IN,Intake,C   ,C   ,NA,4900,NA,-156.75197710415497,71.29548167032
847,ADEC SDWIS active PWS source locations,AK2390803   ,KANTISHNA ROADHOUSE,44649,IG,Infiltration gallery,NC  ,NC  ,NA,40,NA,-150.96162480726002,63.52373130603371
848,ADEC SDWIS active PWS source locations,AK2340214   ,GOLOVIN COMMUNITY WATER SYSTEM,44706,IN,Intake,C   ,C   ,NA,150,NA,-163.01175880833,64.57736819333019
849,ADEC SDWIS active PWS source locations,AK2340345   ,ELIM WATER SUPPLY,44771,IN,Intake,C   ,C   ,NA,320,NA,-162.256869941663,64.6193243142111
850,ADEC SDWIS active PWS source locations,AK2391249   ,DENALI BACKCOUNTRY LODGE,44777,IN,Intake,NC  ,NC  ,NA,38,NA,-150.98287081700406,63.535793301599206
851,ADEC SDWIS active PWS source locations,AK2300183   ,CHALKYITSIK VILLAGE WATER,44855,IN,Intake,C   ,C   ,NA,76,NA,-143.720384821389,66.6546833683693
852,ADEC SDWIS active PWS source locations,AK2300222   ,ARCTIC VILLAGE WATER SYSTEM,44968,IN,Intake,C   ,C   ,NA,175,NA,-145.53473966514696,68.12951195802988
853,ADEC SDWIS active PWS source locations,AK2340109   ,NOORVIK WATER SYSTEM,45149,IN,Intake,C   ,C   ,NA,735,NA,-161.051945306508,66.83304730412338
854,ADEC SDWIS active PWS source locations,AK2320426   ,NSBU - POINT HOPE,45302,IN,Intake,C   ,C   ,NA,881,NA,-166.49974524987695,68.3419272181094
855,ADEC SDWIS active PWS source locations,AK2390594   ,DENALI - MAIN / FRONT COUNTRY,45316,IN,Intake,NTNC,Non-transient non-community,NA,4122,NA,-148.935585017133,63.73301163580071
856,ADEC SDWIS active PWS source locations,AK2340484   ,SHISHMAREF WATER SYSTEM,45342,IN,Intake,C   ,C   ,NA,572,NA,-166.05159896942902,66.25763051507751
857,ADEC SDWIS active PWS source locations,AK2320094   ,NSBU - ATQASUK,45424,IN,Intake,C   ,C   ,NA,284,NA,-157.432919636525,70.4777896158731
858,ADEC SDWIS active PWS source locations,AK2320248   ,NSBU - KAKTOVIK (BARTER IS),45515,IN,Intake,C   ,C   ,NA,292,NA,-143.63042247158302,70.12507318562308
859,ADEC SDWIS active PWS source locations,AK2340379   ,SELAWIK SAFEWATER FACILITY,45577,IN,Intake,C   ,C   ,NA,846,NA,-160.00835217654696,66.6032815055129
860,ADEC SDWIS active PWS source locations,AK2340222   ,DEERING UTILITY SYSTEM,45689,IN,Intake,C   ,C   ,NA,160,NA,-162.76532625942002,66.05882908684201
861,ADEC SDWIS active PWS source locations,AK2340141   ,DIOMEDE JOINT UTILITIES,45693,IN,Intake,C   ,C   ,NA,83,NA,-168.94619195915098,65.7540900949912
862,ADEC SDWIS active PWS source locations,AK2225968   ,MSBSD RON LARSON SCHOOL,45746,WL,Well,NTNC,Non-transient non-community,NA,505,NA,-149.38730333059803,61.610371696278904
863,ADEC SDWIS active PWS source locations,AK2340010   ,NOME JOINT UTILITY SYSTEM,45751,WL,Well,C   ,C   ,NA,3920,NA,-165.41133445099004,64.55323880186889
864,ADEC SDWIS active PWS source locations,AK2340010   ,NOME JOINT UTILITY SYSTEM,45752,WL,Well,C   ,C   ,NA,3920,NA,-165.41293445102303,64.55354880157519
865,ADEC SDWIS active PWS source locations,AK2225907   ,SICILYS PIZZA,45754,WL,Well,NC  ,NC  ,NA,31,NA,-149.53174530704501,61.57968467450319
866,ADEC SDWIS active PWS source locations,AK2240804   ,TRAIL LAKE LODGE,45755,WL,Well,NC  ,NC  ,NA,61,NA,-149.369713553095,60.4882487700379
867,ADEC SDWIS active PWS source locations,AK2245090   ,LIGHTHOUSE COMMUNITY CHURCH,45756,WL,Well,NC  ,NC  ,NA,59,NA,-151.338122676377,60.71890143728049
868,ADEC SDWIS active PWS source locations,AK2310895   ,"COZY NORTHERN HOMES, LLC",45764,WL,Well,C   ,C   ,NA,38,NA,-147.670878080681,64.8973807790607
869,ADEC SDWIS active PWS source locations,AK2340565   ,KOBUK WATER SYSTEM,45775,WL,Well,C   ,C   ,NA,93,NA,-156.88342782369506,66.90784802165129
870,ADEC SDWIS active PWS source locations,AK2372504   ,EIELSON - FAMCAMP,45779,WL,Well,NC  ,NC  ,NA,80,NA,-147.116845893323,64.70437188678028
871,ADEC SDWIS active PWS source locations,AK2218653   ,ALYESKA CREEKSIDE APARTMENTS,45780,WL,Well,C   ,C   ,NA,60,NA,-149.13239287713102,60.96574177861599
872,ADEC SDWIS active PWS source locations,AK2225988   ,MOUNTAIN ASH BUSINESS PARK,45784,WL,Well,NC  ,NC  ,NA,95,NA,-149.29444231760004,61.591365712751006
873,ADEC SDWIS active PWS source locations,AK2225819   ,MSBSD TEELAND MIDDLE SCHOOL,45810,WL,Well,NTNC,Non-transient non-community,NA,748,NA,-149.36338333260701,61.612858700052705
874,ADEC SDWIS active PWS source locations,AK2225995   ,OMEGA BUILDING,45816,WL,Well,NTNC,Non-transient non-community,NA,137,NA,-149.354883324215,61.601181702193195
875,ADEC SDWIS active PWS source locations,AK2340442   ,SHAKTOOLIK WATER SYSTEM,45822,IN,Intake,C   ,C   ,NA,270,NA,-161.19144783108405,64.3542495169437
876,ADEC SDWIS active PWS source locations,AK2225547   ,NEWMANS HILLTOP SERVICE,45830,WL,Well,NC  ,NC  ,NA,73,NA,-150.040299411132,61.7311405810491
877,ADEC SDWIS active PWS source locations,AK2225970   ,HIDDEN HILLS BAPTIST CHURCH,45852,WL,Well,NC  ,NC  ,NA,30,NA,-149.94124260326302,61.9891165804642
