row_id,source_dataset,npdes_id,facility_name,city,state,county,permit_status,permit_type,facility_type,total_design_flow,current_snc_status,current_violation,permit_feature_number,state_water_body_name,tribal_spatial_flag,derived_tribes,latitude,longitude,has_tribal_context,has_current_violation
1514,EPA ECHO NPDES outfalls/permitted features,AKR06AC52,KETCHIKAN BULK PLANT,KETCHIKAN,AK,KETCHIKAN GATEWAY,Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,006,Tongass Narrows,N,"Ketchikan Indian Community - 1 mile(s), Organized Village of Saxman - 2 mile(s), Metlakatla Indian Community, Annette Island Reserve - 4 mile(s), Organized Village of Kasaan - 25 mile(s)",55.3361,-131.63,TRUE,TRUE
1515,EPA ECHO NPDES outfalls/permitted features,AKR06AC52,KETCHIKAN BULK PLANT,KETCHIKAN,AK,KETCHIKAN GATEWAY,Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,003,Tongass Narrows,N,"Ketchikan Indian Community - 1 mile(s), Organized Village of Saxman - 2 mile(s), Metlakatla Indian Community, Annette Island Reserve - 4 mile(s), Organized Village of Kasaan - 25 mile(s)",55.3336,-131.627,TRUE,TRUE
1516,EPA ECHO NPDES outfalls/permitted features,AKR06AC52,KETCHIKAN BULK PLANT,KETCHIKAN,AK,KETCHIKAN GATEWAY,Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,002,Tongass Narrows,N,"Ketchikan Indian Community - 1 mile(s), Organized Village of Saxman - 2 mile(s), Metlakatla Indian Community, Annette Island Reserve - 4 mile(s), Organized Village of Kasaan - 25 mile(s)",55.3339,-131.62800000000001,TRUE,TRUE
1517,EPA ECHO NPDES outfalls/permitted features,AKR06AC52,KETCHIKAN BULK PLANT,KETCHIKAN,AK,KETCHIKAN GATEWAY,Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,004,Tongass Narrows,N,"Ketchikan Indian Community - 1 mile(s), Organized Village of Saxman - 2 mile(s), Metlakatla Indian Community, Annette Island Reserve - 4 mile(s), Organized Village of Kasaan - 25 mile(s)",55.3336,-131.62800000000001,TRUE,TRUE
1518,EPA ECHO NPDES outfalls/permitted features,AKR06AF51,JAG ALASKA SEWARD FACILITY,SEWARD,AK,KENAI PENINSULA,Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,001,Resurrection Bay,NA,NA,60.0849,-149.35100000000003,FALSE,TRUE
1519,EPA ECHO NPDES outfalls/permitted features,AKG572090,CRUZ 4073 WWTF,PRUDHOE BAY,AK,NORTH SLOPE,Effective,General Permit Covered Facility,Corporation,NA,NA,Yes,001,Wetlands,NA,NA,70.7519,-154.202,FALSE,TRUE
1520,EPA ECHO NPDES outfalls/permitted features,AKG130027,NSRAA SAWMILL CREEK AQUACULTURE FACILITY,SITKA,AK,SITKA,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,Yes,001,Sawmill Cove,N,Sitka Tribe of Alaska - 3 mile(s),57.045700000000004,-135.2263,TRUE,TRUE
1521,EPA ECHO NPDES outfalls/permitted features,AKR06AC55,KOTZEBUE TANK FARM,KOTZEBUE,AK,NORTHWEST ARCTIC,Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,TF00,NA,N,Native Village of Kotzebue - 1 mile(s),66.90301300000002,-162.584073,TRUE,FALSE
1522,EPA ECHO NPDES outfalls/permitted features,AKR06AC55,KOTZEBUE TANK FARM,KOTZEBUE,AK,NORTHWEST ARCTIC,Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,A003,Kotzebue Lagoon,N,Native Village of Kotzebue - 1 mile(s),66.8917419,-162.5937339,TRUE,FALSE
1523,EPA ECHO NPDES outfalls/permitted features,AKG332004,"NABORS ALASKA DRILLING INC., NABOR OPERATING CENTER FACILITY STORMWATER",DEADHORSE,AK,NORTH SLOPE,Effective,General Permit Covered Facility,Corporation,NA,NA,Yes,006,Tundra Wetlands,NA,NA,70.2039,-148.453,FALSE,TRUE
1524,EPA ECHO NPDES outfalls/permitted features,AKR06AE20,BETHEL AIRPORT DELTA WESTERN OPERATIONS,BETHEL,AK,BETHEL (CA),Admin Continued,General Permit Covered Facility,Corporation,NA,NA,No,002,Wetlands,N,"Orutsararmiut Traditional Native Council - 4 mile(s), Oscarville Traditional Village - 5 mile(s), Native Village of Napaskiak - 6 mile(s), Native Village of Napakiak - 7 mile(s), Organized Village of Kwethluk - 14 mile(s), Akiachak Native Community - 17 mile(s), Native Village of Nunapitchuk - 23 mile(s), Village of Atmautluak - 23 mile(s), Akiak Native Community - 24 mile(s), Kasigluk Traditional Elders Council - 25 mile(s)",60.7798,-161.842,TRUE,FALSE
1525,EPA ECHO NPDES outfalls/permitted features,AKR06AE20,BETHEL AIRPORT DELTA WESTERN OPERATIONS,BETHEL,AK,BETHEL (CA),Admin Continued,General Permit Covered Facility,Corporation,NA,NA,No,001,Wetlands,N,"Orutsararmiut Traditional Native Council - 4 mile(s), Oscarville Traditional Village - 5 mile(s), Native Village of Napaskiak - 6 mile(s), Native Village of Napakiak - 7 mile(s), Organized Village of Kwethluk - 14 mile(s), Akiachak Native Community - 17 mile(s), Native Village of Nunapitchuk - 23 mile(s), Village of Atmautluak - 23 mile(s), Akiak Native Community - 24 mile(s), Kasigluk Traditional Elders Council - 25 mile(s)",60.7798,-161.842,TRUE,FALSE
1526,EPA ECHO NPDES outfalls/permitted features,AKG521036,NORTH PACIFIC SEAFOODS SITKA PLANT,SITKA,AK,SITKA,Effective,General Permit Covered Facility,Corporation,NA,NA,Yes,001,NA,N,Sitka Tribe of Alaska - 2 mile(s),57.050999999999995,-135.345,TRUE,TRUE
1527,EPA ECHO NPDES outfalls/permitted features,AKG521036,NORTH PACIFIC SEAFOODS SITKA PLANT,SITKA,AK,SITKA,Effective,General Permit Covered Facility,Corporation,NA,NA,Yes,002,NA,N,Sitka Tribe of Alaska - 2 mile(s),57.0186,-135.32700000000003,TRUE,TRUE
1528,EPA ECHO NPDES outfalls/permitted features,AK0055921,"OIL SEARCH (ALASKA), LLC SEAWATER TREATMENT PLANT",PRUDHOE BAY,AK,NORTH SLOPE,Effective,NPDES Individual Permit,Corporation,NA,NA,No,001,Simpson Lagoon,NA,NA,70.5124,-149.85600000000002,FALSE,FALSE
1529,EPA ECHO NPDES outfalls/permitted features,AKG370B02,CRIPPLE CREEK MINING CRIPPLE CREEK MINE SITE,ANIAK,AK,BETHEL (CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,001,Cripple Creek,NA,NA,60.750529,-159.57283600000002,FALSE,FALSE
1530,EPA ECHO NPDES outfalls/permitted features,AKG371260,HATCH DOME CREEK SUCTION DREDGE,CHICKEN,AK,SOUTHEAST FAIRBANKS (CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,001,Dome Creek,NA,NA,64.36624400000001,-141.316951,FALSE,TRUE
1531,EPA ECHO NPDES outfalls/permitted features,AKG332036,LITTLE RED SERVICES INC - DEADHORSE OPERATIONS,DEADHORSE,AK,NORTH SLOPE BOROUGH,Effective,General Permit Covered Facility,Corporation,NA,NA,Yes,006,Tundra,NA,NA,70.2224,-148.425,FALSE,TRUE
1532,EPA ECHO NPDES outfalls/permitted features,AKR06AC02,NUTRIEN US LLC,KENAI,AK,KENAI PENINSULA BOROUGH,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,No,001,Cook Inlet,N,"Salamatof Tribe - 7 mile(s), Kenaitze Indian Tribe - 10 mile(s)",60.6741,-151.38000000000002,TRUE,FALSE
1533,EPA ECHO NPDES outfalls/permitted features,AKG332005,"NABORS ALASKA DRILLING INC., POOL YARD FACILITY",DEADHORSE,AK,NORTH SLOPE,Effective,General Permit Covered Facility,Corporation,NA,NA,Yes,006,NA,NA,NA,70.20110000000001,-148.454,FALSE,TRUE
1534,EPA ECHO NPDES outfalls/permitted features,AKR06GB09,SKOOKUM QUARRY,CHUGIAK,AK,ANCHORAGE MUNICIPALITY,Expired,General Permit Covered Facility,Corporation,NA,NA,No,001,Parks Creek,N,"Eklutna Native Village - 8 mile(s), Knik Tribe - 10 mile(s)",61.380399999999995,-149.49200000000002,TRUE,FALSE
1535,EPA ECHO NPDES outfalls/permitted features,AKR06GB09,SKOOKUM QUARRY,CHUGIAK,AK,ANCHORAGE MUNICIPALITY,Expired,General Permit Covered Facility,Corporation,NA,NA,No,004,Knik Arm,N,"Eklutna Native Village - 8 mile(s), Knik Tribe - 10 mile(s)",61.380399999999995,-149.49200000000002,TRUE,FALSE
1536,EPA ECHO NPDES outfalls/permitted features,AKR06GB09,SKOOKUM QUARRY,CHUGIAK,AK,ANCHORAGE MUNICIPALITY,Expired,General Permit Covered Facility,Corporation,NA,NA,No,005,Cook Inlet,N,"Eklutna Native Village - 8 mile(s), Knik Tribe - 10 mile(s)",61.380399999999995,-149.49200000000002,TRUE,FALSE
1537,EPA ECHO NPDES outfalls/permitted features,AKR06GB09,SKOOKUM QUARRY,CHUGIAK,AK,ANCHORAGE MUNICIPALITY,Expired,General Permit Covered Facility,Corporation,NA,NA,No,003,Fire Creek,N,"Eklutna Native Village - 8 mile(s), Knik Tribe - 10 mile(s)",61.380399999999995,-149.49200000000002,TRUE,FALSE
1538,EPA ECHO NPDES outfalls/permitted features,AKR06GB09,SKOOKUM QUARRY,CHUGIAK,AK,ANCHORAGE MUNICIPALITY,Expired,General Permit Covered Facility,Corporation,NA,NA,No,002,Mink Creek,N,"Eklutna Native Village - 8 mile(s), Knik Tribe - 10 mile(s)",61.380399999999995,-149.49200000000002,TRUE,FALSE
1539,EPA ECHO NPDES outfalls/permitted features,AKG370D70,FEJES BOULDER CREEK MINE SITE,BETTLES,AK,YUKON-KOYUKUK (CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,001,Boulder Creek,NA,NA,67.2745,-149.677,FALSE,TRUE
1540,EPA ECHO NPDES outfalls/permitted features,AKG700048,MARBLE ISLAND EAST LTF,NAUKATI BAY,AK,PRINCE OF WALES-OUTER KETCHIKAN(CA),Expired,General Permit Covered Facility,Federal Facility (U.S. Government),NA,NA,No,001,Marble Passage,NA,NA,55.9531,-133.436,FALSE,FALSE
1541,EPA ECHO NPDES outfalls/permitted features,AKG370B17,FULTON BUTTE CREEK MINE SITE,CENTRAL,AK,YUKON-KOYUKUK (CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,001,Butte Creek,NA,NA,65.39829999999999,-145.5545,FALSE,FALSE
1542,EPA ECHO NPDES outfalls/permitted features,AKG370D47,FX MINING CLEARY CREEK MINE SITE,FAIRBANKS,AK,FAIRBANKS NORTH STAR,Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,001,Cleary Creek,NA,NA,65.10849999999999,-147.496,FALSE,TRUE
1543,EPA ECHO NPDES outfalls/permitted features,AKG573019,SELAWIK  LAGOON,SELAWIK,AK,NORTHWEST ARCTIC,Effective,General Permit Covered Facility,Municipality,NA,Failure to Report DMR - Not Received,Yes,001,NA,N,Native Village of Selawik - 1 mile(s),66.6158,-160.032,TRUE,TRUE
1544,EPA ECHO NPDES outfalls/permitted features,AKR06AC49,CRAIG BULK PLANT,CRAIG,AK,PRINCE OF WALES,Expired,General Permit Covered Facility,Corporation,NA,NA,No,001,Klawock Inlet,N,"Klawock Cooperative Association - 7 mile(s), Craig Tribal Association - 7 mile(s)",55.9886,-138.141,TRUE,FALSE
1545,EPA ECHO NPDES outfalls/permitted features,AKR06AB33,CALDER MINE,SHAKAN,AK,PRINCE OF WALES-OUTER KETCHIKAN(CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,001,Shakan Strait,NA,NA,56.176493,-133.460124,FALSE,FALSE
1546,EPA ECHO NPDES outfalls/permitted features,AKR06AB33,CALDER MINE,SHAKAN,AK,PRINCE OF WALES-OUTER KETCHIKAN(CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,003,Shakan Strait,NA,NA,56.17241500000001,-133.47067299999998,FALSE,FALSE
1547,EPA ECHO NPDES outfalls/permitted features,AKR06AB33,CALDER MINE,SHAKAN,AK,PRINCE OF WALES-OUTER KETCHIKAN(CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,006,Marble Creek,NA,NA,56.171618,-133.47131600000003,FALSE,FALSE
1548,EPA ECHO NPDES outfalls/permitted features,AKR06AB33,CALDER MINE,SHAKAN,AK,PRINCE OF WALES-OUTER KETCHIKAN(CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,004,Shakan Strait,NA,NA,56.174128,-133.47650299999998,FALSE,FALSE
1549,EPA ECHO NPDES outfalls/permitted features,AKG130004,NSRAA HIDDEN FALLS AQUACULTURE FACILITY,SITKA,AK,SITKA CITY AND BOROUGH,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,No,001,Kasnyku Bay,N,"Sitka Tribe of Alaska - 20 mile(s), Angoon Community Association - 23 mile(s)",57.2184,-134.8698,TRUE,FALSE
1550,EPA ECHO NPDES outfalls/permitted features,AKG371665,PATRIOT MINING NORTON SOUND SUCTION DREDGE,NOME,AK,NOME (CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,001,Norton Sound,N,Nome Eskimo Community - 1 mile(s),64.49950000000001,-165.429,TRUE,TRUE
1551,EPA ECHO NPDES outfalls/permitted features,AKR06AA85,SEWARD ROCK QUARRY,SEWARD,AK,KENAI PENINSULA,Admin Continued,General Permit Covered Facility,County Government,NA,Failure to Report DMR - Not Received,Yes,001,Resurrection River,NA,NA,60.1563,-149.45600000000002,FALSE,TRUE
1552,EPA ECHO NPDES outfalls/permitted features,AK0053813,METLAKATLA SEWER TREATMENT PLANT,METLAKATLA INDIAN COMMUNITY,AK,PRINCE-OF-WALES-HYDER,Admin Continued,NPDES Individual Permit,Tribal Government,0.69,NA,Yes,001,NICHOLS PASSAGE,Y,"Metlakatla Indian Community, Annette Island Reserve - 0 mile(s), Organized Village of Saxman - 14 mile(s), Ketchikan Indian Community - 16 mile(s)",55.12527800000001,-131.607222,TRUE,TRUE
1553,EPA ECHO NPDES outfalls/permitted features,AK0021377,KENAI WW TREATMENT FACILITY,KENAI,AK,KENAI PENINSULA BOROUGH,Effective,NPDES Individual Permit,Municipality,NA,NA,No,001,Cook Inlet,N,"Kenaitze Indian Tribe - 1 mile(s), Salamatof Tribe - 3 mile(s)",60.5522,-151.278,TRUE,FALSE
1554,EPA ECHO NPDES outfalls/permitted features,AKS053651,JOINT BASE ELMENDORF-RICHARDSON MS4,JBER,AK,ANCHORAGE,Admin Continued,NPDES Individual Permit,Federal Facility (U.S. Government),NA,NA,No,001,Ship Creek,N,"Knik Tribe - 14 mile(s), Eklutna Native Village - 19 mile(s)",61.236200000000004,-149.835,TRUE,FALSE
1555,EPA ECHO NPDES outfalls/permitted features,AKS053651,JOINT BASE ELMENDORF-RICHARDSON MS4,JBER,AK,ANCHORAGE,Admin Continued,NPDES Individual Permit,Federal Facility (U.S. Government),NA,NA,No,002,Knik Arm,N,"Knik Tribe - 14 mile(s), Eklutna Native Village - 19 mile(s)",61.236200000000004,-149.835,TRUE,FALSE
1556,EPA ECHO NPDES outfalls/permitted features,AK0001155,KENAI LNG LLC,KENAI,AK,KENAI PENINSULA BOROUGH,Admin Continued,NPDES Individual Permit,Corporation,NA,NA,No,001,Cook Inlet,N,"Salamatof Tribe - 7 mile(s), Kenaitze Indian Tribe - 10 mile(s)",60.678056000000005,-151.393611,TRUE,FALSE
1557,EPA ECHO NPDES outfalls/permitted features,AKG370401,LANKFORD ALBERT CREEK MINE SITE,GLENNALLEN,AK,MATANUSKA-SUSITNA,Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,001,Albert Creek,NA,NA,62.006609,-147.3140019,FALSE,FALSE
1558,EPA ECHO NPDES outfalls/permitted features,AKG130016,SSSC SHELDON JACKSON AQUACULTURE FACILITY,SITKA,AK,SITKA,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,No,001,NA,N,Sitka Tribe of Alaska - 2 mile(s),57.0494749,-135.32412200000002,TRUE,FALSE
1559,EPA ECHO NPDES outfalls/permitted features,AKR06GC42,TYLER RENTAL KETCHIKAN,KETCHIKAN,AK,KETCHIKAN GATEWAY BOROUGH,Expired,General Permit Covered Facility,Corporation,NA,NA,No,001,Tongass Narrows,N,"Ketchikan Indian Community - 5 mile(s), Organized Village of Saxman - 7 mile(s), Metlakatla Indian Community, Annette Island Reserve - 9 mile(s), Organized Village of Kasaan - 20 mile(s)",55.3797,-131.72899999999998,TRUE,FALSE
1560,EPA ECHO NPDES outfalls/permitted features,AKG523067,SILVER BAY SEAFOODS VALDEZ PLANT,VALDEZ,AK,VALDEZ-CORDOVA,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,No,004,Prince William Sound,N,Native Village of Tatitlek - 22 mile(s),61.108700000000006,-146.4455899,TRUE,FALSE
1561,EPA ECHO NPDES outfalls/permitted features,AKG523067,SILVER BAY SEAFOODS VALDEZ PLANT,VALDEZ,AK,VALDEZ-CORDOVA,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,No,001,"Valdez, Port",N,Native Village of Tatitlek - 22 mile(s),61.121300000000005,-146.347,TRUE,FALSE
1562,EPA ECHO NPDES outfalls/permitted features,AKG523067,SILVER BAY SEAFOODS VALDEZ PLANT,VALDEZ,AK,VALDEZ-CORDOVA,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,No,002,"Valdez, Port",N,Native Village of Tatitlek - 22 mile(s),61.12350000000001,-146.346,TRUE,FALSE
1563,EPA ECHO NPDES outfalls/permitted features,AKG523067,SILVER BAY SEAFOODS VALDEZ PLANT,VALDEZ,AK,VALDEZ-CORDOVA,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,No,003,Prince William Sound,N,Native Village of Tatitlek - 22 mile(s),61.105000000000004,-146.5,TRUE,FALSE
1564,EPA ECHO NPDES outfalls/permitted features,AKG523067,SILVER BAY SEAFOODS VALDEZ PLANT,VALDEZ,AK,VALDEZ-CORDOVA,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,No,006,Prince William Sound,N,Native Village of Tatitlek - 22 mile(s),61.105000000000004,-146.5,TRUE,FALSE
1565,EPA ECHO NPDES outfalls/permitted features,AKG523067,SILVER BAY SEAFOODS VALDEZ PLANT,VALDEZ,AK,VALDEZ-CORDOVA,Admin Continued,General Permit Covered Facility,Corporation,NA,NA,No,005,Prince William Sound,N,Native Village of Tatitlek - 22 mile(s),61.108700000000006,-146.4455899,TRUE,FALSE
1566,EPA ECHO NPDES outfalls/permitted features,AKG572038,SALMON FALLS RESORT WWTF,KETCHIKAN,AK,KETCHIKAN GATEWAY BOROUGH,Effective,General Permit Covered Facility,Corporation,NA,Effluent - Monthly Average Limit,Yes,001,Clover Passage,N,"Ketchikan Indian Community - 12 mile(s), Organized Village of Saxman - 14 mile(s), Metlakatla Indian Community, Annette Island Reserve - 16 mile(s), Organized Village of Kasaan - 17 mile(s)",55.4942,-131.758,TRUE,TRUE
1567,EPA ECHO NPDES outfalls/permitted features,AKR06AE33,FORT WAINWRIGHT CENTRAL HEAT AND POWER PLANT CHPP,FORT WAINWRIGHT,AK,FAIRBANKS NORTH STAR BOROUGH,Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,001,Chena River,NA,NA,64.8261,-147.65,FALSE,FALSE
1568,EPA ECHO NPDES outfalls/permitted features,AKG370D93,NORTHERN BONANZA BONANZA CREEK MINE SITE,ANIAK,AK,LAKE AND PENINSULA,Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,001,Bonanza Creek Drainage,NA,NA,60.707300000000004,-154.7043,FALSE,FALSE
1569,EPA ECHO NPDES outfalls/permitted features,AKR06GB06,GRANITE CONSTRUCTION RV PARK QUARRY,GIRDWOOD,AK,ANCHORAGE MUNICIPALITY,Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,001,Explorer Creek,NA,NA,60.8001,-148.93800000000002,FALSE,TRUE
1570,EPA ECHO NPDES outfalls/permitted features,AKR06GB06,GRANITE CONSTRUCTION RV PARK QUARRY,GIRDWOOD,AK,ANCHORAGE MUNICIPALITY,Expired,General Permit Covered Facility,Corporation,NA,NA,Yes,002,Shelly's Pond,NA,NA,60.80058,-148.93496,FALSE,TRUE
1571,EPA ECHO NPDES outfalls/permitted features,AKG572067,SILVER SALMON CREEK CAMP,KENAI,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Corporation,NA,NA,No,001,Wetlands,NA,NA,59.9636,-152.683,FALSE,FALSE
1572,EPA ECHO NPDES outfalls/permitted features,AKG370229,NB TWEET & SONS KOUGAROK RIVER DRAINAGE MINE SITE,NOME,AK,NOME CENSUS AREA,Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,002,Kougarok River,NA,NA,65.67999999999999,-164.80700000000002,FALSE,FALSE
1573,EPA ECHO NPDES outfalls/permitted features,AKG370229,NB TWEET & SONS KOUGAROK RIVER DRAINAGE MINE SITE,NOME,AK,NOME CENSUS AREA,Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,003,Kougarok River Drainage,NA,NA,65.7358,-164.89240000000004,FALSE,FALSE
1574,EPA ECHO NPDES outfalls/permitted features,AKG370D8J,GEBAUER GERSTLE RIVER MINE SITE,DELTA JUNCTION,AK,SOUTHEAST FAIRBANKS (CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,001,Gerstle River,N,Healy Lake Village - 17 mile(s),63.7502,-145.0505,TRUE,FALSE
1575,EPA ECHO NPDES outfalls/permitted features,AKR06GB57,ALASKA MARINE TRUCKING DUTCH HARBOR SERVICE CENTER,UNALASKA,AK,ALEUTIANS WEST (CA),Expired,General Permit Covered Facility,Corporation,NA,NA,No,002,Captains Bay,N,Qawalangin Tribe of Unalaska - 4 mile(s),53.840906999999994,-166.58246000000003,TRUE,FALSE
1576,EPA ECHO NPDES outfalls/permitted features,AKR06GB57,ALASKA MARINE TRUCKING DUTCH HARBOR SERVICE CENTER,UNALASKA,AK,ALEUTIANS WEST (CA),Expired,General Permit Covered Facility,Corporation,NA,NA,No,001,Captains Bay,N,Qawalangin Tribe of Unalaska - 4 mile(s),53.841122,-166.581535,TRUE,FALSE
1577,EPA ECHO NPDES outfalls/permitted features,AKG370648,MAGNUSON MADISON CREEK MINE SITE,TAKOTNA,AK,YUKON-KOYUKUK (CA),Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,001,Madison Creek,NA,NA,63.422200000000004,-156.805,FALSE,TRUE
1578,EPA ECHO NPDES outfalls/permitted features,AKR06AB21,KENAI FACILITY,NIKISKI,AK,KENAI PENINSULA,Expired,General Permit Covered Facility,Corporation,NA,NA,No,002,Cook Inlet,N,"Salamatof Tribe - 10 mile(s), Kenaitze Indian Tribe - 13 mile(s), Native Village of Tyonek - 25 mile(s)",60.7246,-151.32500000000002,TRUE,FALSE
1579,EPA ECHO NPDES outfalls/permitted features,AKR06AB21,KENAI FACILITY,NIKISKI,AK,KENAI PENINSULA,Expired,General Permit Covered Facility,Corporation,NA,NA,No,001,Cook Inlet,N,"Salamatof Tribe - 10 mile(s), Kenaitze Indian Tribe - 13 mile(s), Native Village of Tyonek - 25 mile(s)",60.726000000000006,-151.32100000000003,TRUE,FALSE
1580,EPA ECHO NPDES outfalls/permitted features,AKG573015,QUINHAGAK SEWAGE LAGOON,QUINHAGAK,AK,BETHEL,Effective,General Permit Covered Facility,Corporation,NA,Failure to Report DMR - Not Received,Yes,001,NA,N,Native Village of Kwinhagak (aka Quinhagak) - 1 mile(s),59.737500000000004,-161.924,TRUE,TRUE
1581,EPA ECHO NPDES outfalls/permitted features,AKG370D84,LUCKY 7 MINING CO. SHAMROCK CREEK MINE SITE,FAIRBANKS,AK,FAIRBANKS NORTH STAR,Admin Continued,General Permit Covered Facility,Privately Owned Facility,NA,NA,No,001,Shamrock Creek,NA,NA,65.0078,-145.4177,FALSE,FALSE
1582,EPA ECHO NPDES outfalls/permitted features,AKG315219,PLATFORM STEELHEAD,ANCHORAGE,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,008,Cook Inlet,N,"Salamatof Tribe - 20 mile(s), Native Village of Tyonek - 23 mile(s), Kenaitze Indian Tribe - 23 mile(s)",60.831199999999995,-151.60399999999998,TRUE,TRUE
1583,EPA ECHO NPDES outfalls/permitted features,AKG315219,PLATFORM STEELHEAD,ANCHORAGE,AK,KENAI PENINSULA,Effective,General Permit Covered Facility,Privately Owned Facility,NA,NA,Yes,007,Cook Inlet,N,"Salamatof Tribe - 20 mile(s), Native Village of Tyonek - 23 mile(s), Kenaitze Indian Tribe - 23 mile(s)",60.831199999999995,-151.60399999999998,TRUE,TRUE
